CMS Chronic Conditions Data Warehouse (CCW) Data Dictionary
Value Modifier Practice-Level RIF / Performance Year 2016
Version - August 2018
Variable Name	Variable Label (Short Description)	Long Description	Position	Format	Length	Notes
CYDIFF_SM_COST_ADJ_ER_IMG	Practice cost minus benchmark cost per MSPB episode with Emergency Imaging Services	Practice cost minus 2016 benchmark (national mean) cost per MSPB episode with Imaging Services, Emergency Services Not Included in a Hospital Admission category	1145	Num	8	
CYDIFF_SM_COST_ADJ_PAS	Practice cost minus benchmark cost per MSPB episode with Post-Acute Care	Practice cost minus 2016 benchmark (national mean) cost per MSPB episode with Post-Acute Care	1146	Num	8	
CYDIFF_SM_COST_ADJ_HH	Practice cost minus benchmark cost per MSPB episode with Home Health	Practice cost minus 2016 benchmark (national mean) cost per MSPB episode with Home Health, Post-Acute Care category	1147	Num	8	
CYDIFF_SM_COST_ADJ_SN	Practice cost minus benchmark cost per MSPB episode with Skilled Nursing Facility	Practice cost minus 2016 benchmark (national mean) cost per MSPB episode with Skilled Nursing Facility, Post-Acute Care category	1148	Num	8	
CYDIFF_SM_COST_ADJ_REHAB	Practice cost minus benchmark cost per MSPB episode with Inpatient Rehabilitation or Long-Term Care Hospital	Practice cost minus 2016 benchmark (national mean) cost per MSPB episode with Inpatient Rehabilitation or Long-Term Care Hospital, Post-Acute Care category	1149	Num	8	
CYDIFF_SM_COST_ADJ_HSPC	Practice cost minus benchmark cost per MSPB episode with Hospice	Practice cost minus 2016 benchmark (national mean) cost per MSPB episode with Hospice	1150	Num	8	
CYDIFF_SM_COST_ADJ_ALLOTH	Practice cost minus benchmark cost per MSPB episode with All Other Services	Practice cost minus 2016 benchmark (national mean) cost per MSPB episode with All Other Services	1151	Num	8	
CYDIFF_SM_COST_ADJ_AMB	Practice cost minus benchmark cost per MSPB episode with Ambulance Services	Practice cost minus 2016 benchmark (national mean) cost per MSPB episode with Ambulance Services, All Other Services category	1152	Num	8	
CYDIFF_SM_COST_ADJ_CHMO_B	Practice cost minus benchmark cost per MSPB episode with Chemotherapy and Other Part B-Covered Drugs	Practice cost minus 2016 benchmark (national mean) cost per MSPB episode with Chemotherapy and Other Part B-Covered Drugs, All Other Services category	1153	Num	8	
CYDIFF_SM_COST_ADJ_DLYSIS	Practice cost minus benchmark cost per MSPB episode with Dialysis	Practice cost minus 2016 benchmark (national mean) cost per MSPB episode with Dialysis	1154	Num	8	
CYDIFF_SM_COST_ADJ_OTH	Practice cost minus benchmark cost per MSPB episode with All Other Services Not Otherwise Classified	Practice cost minus 2016 benchmark (national mean) cost per MSPB episode with All Other Services Not Otherwise Classified, All Other Services category	1155	Num	8	
PROV_1	Hospital number #1 for inpatient stay	CMS certification number of hospital 1 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1156	Char	6	
PROV_2	Hospital number #2 for inpatient stay	CMS certification number of hospital 2 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1157	Char	6	
PROV_3	Hospital number #3 for inpatient stay	CMS certification number of hospital 3 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1158	Char	6	
PROV_4	Hospital number #4 for inpatient stay	CMS certification number of hospital 4 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1159	Char	6	
PROV_5	Hospital number #5 for inpatient stay	CMS certification number of hospital 5 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1160	Char	6	
PROV_6	Hospital number #6 for inpatient stay	CMS certification number of hospital 6 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1161	Char	6	
PROV_7	Hospital number #7 for inpatient stay	CMS certification number of hospital 7 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1162	Char	6	
PROV_8	Hospital number #8 for inpatient stay	CMS certification number of hospital 8 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1163	Char	6	
PROV_9	Hospital number #9 for inpatient stay	CMS certification number of hospital 9 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1164	Char	6	
PROV_10	Hospital number #10 for inpatient stay	CMS certification number of hospital 10 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1165	Char	6	
PROV_11	Hospital number #11 for inpatient stay	CMS certification number of hospital 11 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1166	Char	6	
PROV_12	Hospital number #12 for inpatient stay	CMS certification number of hospital 12 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1167	Char	6	
PROV_13	Hospital number #13 for inpatient stay	CMS certification number of hospital 13 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1168	Char	6	
PROV_14	Hospital number #14 for inpatient stay	CMS certification number of hospital 14 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1169	Char	6	
PROV_15	Hospital number #15 for inpatient stay	CMS certification number of hospital 15 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1170	Char	6	
PROV_16	Hospital number #16 for inpatient stay	CMS certification number of hospital 16 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1171	Char	6	
NAME_1	Name of hospital #1 for inpatient stays	Name of hospital 1 accounting for at least 5 percent of total inpatient stays for beneficiaries attributed to practice	1172	Char	80	
NAME_2	Name of hospital #2 for inpatient stays	Name of hospital 2 accounting for at least 5 percent of total inpatient stays for beneficiaries attributed to practice	1173	Char	80	
NAME_3	Name of hospital #3 for inpatient stay	Name of hospital 3 accounting for at least 5 percent of total inpatient stays for beneficiaries attributed to practice	1174	Char	80	
NAME_4	Name of hospital #4 for inpatient stay	Name of hospital 4 accounting for at least 5 percent of total inpatient stays for beneficiaries attributed to practice	1175	Char	80	
NAME_5	Name of hospital #5 for inpatient stay	Name of hospital 5 accounting for at least 5 percent of total inpatient stays for beneficiaries attributed to practice	1176	Char	80	
NAME_6	Name of hospital #6 for inpatient stay	Name of hospital 6 accounting for at least 5 percent of total inpatient stays for beneficiaries attributed to practice	1177	Char	80	
NAME_7	Name of hospital #7 for inpatient stay	Name of hospital 7 accounting for at least 5 percent of total inpatient stays for beneficiaries attributed to practice	1178	Char	80	
NAME_8	Name of hospital #8 for inpatient stay	Name of hospital 8 accounting for at least 5 percent of total inpatient stays for beneficiaries attributed to practice	1179	Char	80	
NAME_9	Name of hospital #9 for inpatient stay	Name of hospital 9 accounting for at least 5 percent of total inpatient stays for beneficiaries attributed to practice	1180	Char	80	
NAME_10	Name of hospital #10 for inpatient stays	Name of hospital 10 accounting for at least 5 percent of total inpatient stays for beneficiaries attributed to practice	1181	Char	80	
NAME_11	Name of hospital #11 for inpatient stays	Name of hospital 11 accounting for at least 5 percent of total inpatient stays for beneficiaries attributed to practice	1182	Char	80	
NAME_12	Name of hospital #12 for inpatient stays	Name of hospital 12 accounting for at least 5 percent of total inpatient stays for beneficiaries attributed to practice	1183	Char	80	
NAME_13	Name of hospital #13 for inpatient stays	Name of hospital 13 accounting for at least 5 percent of total inpatient stays for beneficiaries attributed to practice	1184	Char	80	
NAME_14	Name of hospital #14 for inpatient stays	Name of hospital 14 accounting for at least 5 percent of total inpatient stays for beneficiaries attributed to practice	1185	Char	80	
NAME_15	Name of hospital #15 for inpatient stays	Name of hospital 15 accounting for at least 5 percent of total inpatient stays for beneficiaries attributed to practice	1186	Char	80	
NAME_16	Name of hospital #16 for inpatient stays	Name of hospital 16 accounting for at least 5 percent of total inpatient stays for beneficiaries attributed to practice	1187	Char	80	
LOCATION_1	City, state for hospital #1 for inpatient stays	Location (city, state) of hospital 1 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1188	Char	100	
LOCATION_2	City, state for hospital #2 for inpatient stays	Location (city, state) of hospital 2 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1189	Char	100	
LOCATION_3	City, state for hospital #3 for inpatient stays	Location (city, state) of hospital 3 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1190	Char	100	
LOCATION_4	City, state for hospital #4 for inpatient stays	Location (city, state) of hospital 4 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1191	Char	100	
LOCATION_5	City, state for hospital #5 for inpatient stays	Location (city, state) of hospital 5 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1192	Char	100	
LOCATION_6	City, state for hospital #6 for inpatient stays	Location (city, state) of hospital 6 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1193	Char	100	
LOCATION_7	City, state for hospital #7 for inpatient stays	Location (city, state) of hospital 7 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1194	Char	100	
LOCATION_8	City, state for hospital #8 for inpatient stays	Location (city, state) of hospital 8 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1195	Char	100	
LOCATION_9	City, state for hospital #9 for inpatient stays	Location (city, state) of hospital 9 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1196	Char	100	
LOCATION_10	City, state for hospital #10 for inpatient stays	Location (city, state) of hospital 10 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1197	Char	100	
LOCATION_11	City, state for hospital #11 for inpatient stays	Location (city, state) of hospital 11 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1198	Char	100	
LOCATION_12	City, state for hospital #12 for inpatient stays	Location (city, state) of hospital 12 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1199	Char	100	
LOCATION_13	City, state for hospital #13 for inpatient stays	Location (city, state) of hospital 13 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1200	Char	100	
LOCATION_14	City, state for hospital #14 for inpatient stays	Location (city, state) of hospital 14 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1201	Char	100	
LOCATION_15	City, state for hospital #15 for inpatient stays	Location (city, state) of hospital 15 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1202	Char	100	
LOCATION_16	City, state for hospital #16 for inpatient stays	Location (city, state) of hospital 16 that accounts for at least 5 percent of inpatient stays for beneficiaries attributed to practice	1203	Char	100	
IPSTAYS_1	Num of IP stays for benes admitted to hospital #1	Number of inpatient stays for beneficiaries attributed to practice occurring at hospital 1	1204	Num	8	
IPSTAYS_2	Num of IP stays for benes admitted to hospital #2	Number of inpatient stays for beneficiaries attributed to practice occurring at hospital 2	1205	Num	8	
IPSTAYS_3	Num of IP stays for benes admitted to hospital #3	Number of inpatient stays for beneficiaries attributed to practice occurring at hospital 3	1206	Num	8	
IPSTAYS_4	Num of IP stays for benes admitted to hospital #4	Number of inpatient stays for beneficiaries attributed to practice occurring at hospital 4	1207	Num	8	
IPSTAYS_5	Num of IP stays for benes admitted to hospital #5	Number of inpatient stays for beneficiaries attributed to practice occurring at hospital 5	1208	Num	8	
IPSTAYS_6	Num of IP stays for benes admitted to hospital #6	Number of inpatient stays for beneficiaries attributed to practice occurring at hospital 6	1209	Num	8	
IPSTAYS_7	Num of IP stays for benes admitted to hospital #7	Number of inpatient stays for beneficiaries attributed to practice occurring at hospital 7	1210	Num	8	
IPSTAYS_8	Num of IP stays for benes admitted to hospital #8	Number of inpatient stays for beneficiaries attributed to practice occurring at hospital 8	1211	Num	8	
IPSTAYS_9	Num of IP stays for benes admitted to hospital #9	Number of inpatient stays for beneficiaries attributed to practice occurring at hospital 9	1212	Num	8	
IPSTAYS_10	Num of IP stays for benes admitted to hospital #10	Number of inpatient stays for beneficiaries attributed to practice occurring at hospital 10	1213	Num	8	
IPSTAYS_11	Num of IP stays for benes admitted to hospital #11	Number of inpatient stays for beneficiaries attributed to practice occurring at hospital 11	1214	Num	8	
